id,level,subject,mchoice,ans,eword,title,opa,opb,opc,opd,desc,options,sql
"qitm:p05015","primary","en","N","B","cake","cake","n.故事，小说","n.蛋糕；饼","n.歌唱；歌曲","n.公园v.停车","英[keik] "
"qitm:p05016","primary","en","N","C","rice","rice","n.电脑，电子计算机","n.夫人","n.稻米；米饭","n.电子邮件v.发电子邮件","英[rais] "
"qitm:p05017","primary","en","N","C","place","place","n.电影","n.黑板","n.地方v.放置","n.房子；住宅","英[pleis] "
"qitm:p05018","primary","en","N","C","floor","floor","n.袋，包","n.草；草地","n.地面；楼层","n.妇女；女人","英[flɒ:] "
"qitm:p05019","primary","en","N","D","map","map","n.公园v.停车","n.故事，小说","n.草；草地","n.地图","英[mæp] "
"qitm:p05020","primary","en","N","B","film","film","n.耳朵；听力","n.电影","n.孩子；儿童","n.冬天","英[film] "
"qitm:p05021","primary","en","N","B","cinema","cinema","n.短袜","n.电影院；电影","n.公共汽车，大巴车","n.冬天","英['sinәmә] "
"qitm:p05022","primary","en","N","D","computer","computer","n.孩子；儿童","n.故事，小说","n.地图","n.电脑，电子计算机","英[kәm'pju:tә] "
"qitm:p05023","primary","en","N","B","email","email","n.钢笔，笔","n.电子邮件v.发电子邮件","n.歌唱；歌曲","n.操场","英['i:'meil] "
"qitm:p05024","primary","en","N","A","winter","winter","n.冬天","n.故事，小说","n.草；草地","n.黑板","英['wintә] "
"qitm:p05025","primary","en","N","C","animal","animal","n.故事，小说","n.词，单词；话","n.动物a.动物的","n.风筝","英['ænimәl] "
"qitm:p05026","primary","en","N","D","zoo","zoo","n.冬天","n.房间；空间","n.超级市场，超市","n.动物园","英[zu:]美[zu] "
"qitm:p05027","primary","en","N","D","shorts","shorts","n.地图","n.船v.用船装运","n.地面；楼层","n.短裤","英[ʃɔ:ts] "
"qitm:p05028","primary","en","N","D","socks","socks","n.故事，小说","n.冬天","n.动物园","n.短袜","英[sɒks] "
"qitm:p05029","primary","en","N","B","car","car","n.光；灯v.点火a.明亮的","n.耳朵；听力","n.草；草地","n.冬天","英[kɑ:] "
"qitm:p05030","primary","en","N","C","room","room","n.窗户","n.冬天","n.房间；空间","n.父母，双亲","英[ru:m] "
"qitm:p05031","primary","en","N","C","house","house","n.狗","n.光；灯v.点火a.明亮的","n.房子；住宅","n.分钟；一会儿","英[haus] "
"qitm:p05032","primary","en","N","B","fly","fly","n.动物园","n.飞行；苍蝇","n.蛋糕；饼","n.出租汽车","英[flai] "
"qitm:p05033","primary","en","N","A","plane","plane","n.飞机","n.词，单词；话","n.耳朵；听力","n.厨房","英[plein] "
"qitm:p05034","primary","en","N","A","minute","minute","n.分钟；一会儿","n.冬天","n.父亲","n.蛋；卵","英['minit. mai'nju:t] "
"qitm:p05035","primary","en","N","B","kite","kite","n.春天；泉水","n.风筝","n.狗","n.出租汽车","英[kait] "
"qitm:p05036","primary","en","N","C","Mrs.","Mrs.","n.歌唱；歌曲","n.父亲","n.夫人","n.地面；楼层","英['misiz] (mistrcss)"
"qitm:p05037","primary","en","N","B","parent","parent","n.出租汽车","n.父母，双亲","n.黑板","n.工人；工作者","英['perәnt] "
"qitm:p05038","primary","en","N","D","father","father","n.地方v.放置","n.故事，小说","n.夫人","n.父亲","英['fɑ:ðә] "
"qitm:p05039","primary","en","N","C","woman","woman","n.夫人","n.词，单词；话","n.妇女；女人","n.地图","英['wumәn] (复women)"
"qitm:p05040","primary","en","N","A","pen","pen","n.钢笔，笔","n.草；草地","n.袋，包","n.床","英[pen] "
"qitm:p05041","primary","en","N","C","song","song","n.电影院；电影","n.地图","n.歌唱；歌曲","n.超级市场，超市","英[sɒŋ] "
"qitm:p05042","primary","en","N","C","worker","worker","n.父母，双亲","n.黑板","n.工人；工作者","n.春天；泉水","英['wә:kә] "
"qitm:p05043","primary","en","N","B","bus","bus","n.动物a.动物的","n.公共汽车，大巴车","n.城市","n.歌唱；歌曲","英[bʌs] "
"qitm:p05044","primary","en","N","C","park","park","n.耳朵；听力","n.分钟；一会儿","n.公园v.停车","n.公共汽车，大巴车","英[pɑ:k] "
"qitm:p05045","primary","en","N","D","dog","dog","n.地方v.放置","n.电子邮件v.发电子邮件","n.房间；空间","n.狗","英[dɒg] "
"qitm:p05046","primary","en","N","C","story","story","n.袋，包","n.茶，茶叶","n.故事，小说","n.钢笔，笔","英['stɒ:ri] "
"qitm:p05047","primary","en","N","B","light","light","n.草；草地","n.光；灯v.点火a.明亮的","n.春天；泉水","n.电影院；电影","英[lait] "
"qitm:p05048","primary","en","N","A","child","child","n.孩子；儿童","n.公园v.停车","n.风筝","n.短裤","英[tʃaild] (复children)"
"qitm:p05049","primary","en","N","C","box","box","n.蛋；卵","n.超级市场，超市","n.盒子v.拳击","n.草；草地","英[bɒks] "
"qitm:p05050","primary","en","N","D","blackboard","blackboard","n.狗","n.耳朵；听力","n.床","n.黑板","英['blækbɒ:d] "
"qitm:p05051","primary","en","N","A","playground","n.操场","playground","minute","parent","bag","英['pleigraund] "
"qitm:p05052","primary","en","N","A","grass","n.草；草地","grass","bed","city","park","英[græs] "
"qitm:p05053","primary","en","N","D","toilet","n.厕所","place","minute","worker","toilet","英['tɒilit] "
"qitm:p05054","primary","en","N","C","tea","n.茶，茶叶","cinema","playground","tea","spring","英[ti:] "
"qitm:p05055","primary","en","N","A","supermarket","n.超级市场，超市","supermarket","floor","winter","bag","英['sju:pәmɑ:kit] "
"qitm:p05056","primary","en","N","B","city","n.城市","toilet","city","kitchen","song","英['siti] "
"qitm:p05057","primary","en","N","D","taxi","n.出租汽车","bag","cake","minute","taxi","英['tæksi] "
"qitm:p05058","primary","en","N","B","kitchen","n.厨房","bag","kitchen","toilet","father","英['kitʃin] "
"qitm:p05059","primary","en","N","C","ship","n.船v.用船装运","bag","kitchen","ship","supermarket","英[ʃip] "
"qitm:p05060","primary","en","N","A","window","n.窗户","window","word","floor","film","英['windәu] "
"qitm:p05061","primary","en","N","B","bed","n.床","socks","bed","playground","email","英[bed] "
"qitm:p05062","primary","en","N","D","spring","n.春天；泉水","ship","house","park","spring","英[spriŋ] "
"qitm:p05063","primary","en","N","C","word","n.词，单词；话","supermarket","room","word","toilet","英[wә:d] "
"qitm:p05064","primary","en","N","C","bag","n.袋，包","parent","tea","bag","cinema","英[bæg] "
"qitm:p05065","primary","en","N","D","egg","n.蛋；卵","kitchen","father","floor","egg","英[eg] "
"qitm:p05066","primary","en","N","B","cake","n.蛋糕；饼","grass","cake","box","park","英[keik] "
"qitm:p05067","primary","en","N","D","rice","n.稻米；米饭","plane","bed","story","rice","英[rais] "
"qitm:p05068","primary","en","N","D","place","n.地方v.放置","spring","box","film","place","英[pleis] "
"qitm:p05069","primary","en","N","D","floor","n.地面；楼层","socks","child","winter","floor","英[flɒ:] "
"qitm:p05070","primary","en","N","A","map","n.地图","map","grass","light","plane","英[mæp] "
"qitm:p05071","primary","en","N","B","film","n.电影","ship","film","minute","word","英[film] "
"qitm:p05072","primary","en","N","D","cinema","n.电影院；电影","email","minute","film","cinema","英['sinәmә] "
"qitm:p05073","primary","en","N","B","computer","n.电脑，电子计算机","cake","computer","Mrs.","box","英[kәm'pju:tә] "
"qitm:p05074","primary","en","N","D","email","n.电子邮件v.发电子邮件","kitchen","rice","bed","email","英['i:'meil] "
"qitm:p05075","primary","en","N","D","winter","n.冬天","kite","rice","cake","winter","英['wintә] "
"qitm:p05076","primary","en","N","D","animal","n.动物a.动物的","cake","room","spring","animal","英['ænimәl] "
"qitm:p05077","primary","en","N","B","zoo","n.动物园","map","zoo","city","email","英[zu:]美[zu] "
"qitm:p05078","primary","en","N","C","shorts","n.短裤","woman","floor","shorts","playground","英[ʃɔ:ts] "
"qitm:p05079","primary","en","N","A","socks","n.短袜","socks","cinema","tea","house","英[sɒks] "
"qitm:p05080","primary","en","N","C","car","n.耳朵；听力","box","child","car","map","英[kɑ:] "
"qitm:p05081","primary","en","N","A","room","n.房间；空间","room","spring","light","map","英[ru:m] "
"qitm:p05082","primary","en","N","A","house","n.房子；住宅","house","child","woman","Mrs.","英[haus] "
"qitm:p05083","primary","en","N","B","fly","n.飞行；苍蝇","bag","fly","cake","blackboard","英[flai] "
"qitm:p05084","primary","en","N","B","plane","n.飞机","dog","plane","grass","computer","英[plein] "
"qitm:p05085","primary","en","N","C","minute","n.分钟；一会儿","supermarket","map","minute","house","英['minit. mai'nju:t] "
"qitm:p05086","primary","en","N","A","kite","n.风筝","kite","house","bed","father","英[kait] "
"qitm:p05087","primary","en","N","C","Mrs.","n.夫人","city","house","Mrs.","bag","英['misiz] (mistrcss)"
"qitm:p05088","primary","en","N","D","parent","n.父母，双亲","pen","cake","tea","parent","英['perәnt] "
"qitm:p05089","primary","en","N","B","father","n.父亲","animal","father","toilet","shorts","英['fɑ:ðә] "
"qitm:p05090","primary","en","N","A","woman","n.妇女；女人","woman","bed","film","box","英['wumәn] (复women)"
"qitm:p05091","primary","en","N","D","pen","n.钢笔，笔","dog","toilet","father","pen","英[pen] "
"qitm:p05092","primary","en","N","D","song","n.歌唱；歌曲","socks","worker","email","song","英[sɒŋ] "
"qitm:p05093","primary","en","N","A","worker","n.工人；工作者","worker","parent","email","spring","英['wә:kә] "
"qitm:p05094","primary","en","N","B","bus","n.公共汽车，大巴车","fly","bus","plane","pen","英[bʌs] "
"qitm:p05095","primary","en","N","C","park","n.公园v.停车","dog","rice","park","bus","英[pɑ:k] "
"qitm:p05096","primary","en","N","C","dog","n.狗","cinema","floor","dog","window","英[dɒg] "
"qitm:p05097","primary","en","N","D","story","n.故事，小说","house","car","supermarket","story","英['stɒ:ri] "
"qitm:p05098","primary","en","N","D","light","n.光；灯v.点火a.明亮的","kitchen","bed","car","light","英[lait] "
"qitm:p05099","primary","en","N","A","child","n.孩子；儿童","child","father","pen","ship","英[tʃaild] (复children)"
"qitm:p05100","primary","en","N","D","box","n.盒子v.拳击","kite","park","email","box","英[bɒks] "
"qitm:p05101","primary","en","N","C","blackboard","n.黑板","winter","house","blackboard","cake","英['blækbɒ:d] "
