id,level,subject,mchoice,ans,eword,title,opa,opb,opc,opd,desc,options,sql,members
qitm:p02011,primary,en,N,D,dance,dance,a.健康的,n.喊，电话v.称呼，打电话,n.看v.观看,n.&vi.跳舞,英[da:ns]美[dæns] ,"[{""k"":""A"", ""v"":""a.健康的""},{""k"":""B"",""v"":""n.喊，电话v.称呼，打电话""},{""k"":""C"",""v"":""n.看v.观看""},{""k"":""D"",""v"":""n.&vi.跳舞""}]","(''qitm:p02011'',''primary'',''en'',''N'',''D'',''dance'',''dance'',''英[da:ns]美[dæns] '',''[{""k"":""A"", ""v"":""a.健康的""},{""k"":""B"",""v"":""n.喊，电话v.称呼，打电话""},{""k"":""C"",""v"":""n.看v.观看""},{""k"":""D"",""v"":""n.&vi.跳舞""}]''),"
qitm:p02012,primary,en,N,A,cook,cook,n.厨师v.做饭,a.精彩的，了不起的,a.老的，旧的,n.&vt.爱，热爱,英[kuk]美[kuk] ,"[{""k"":""A"", ""v"":""n.厨师v.做饭""},{""k"":""B"",""v"":""a.精彩的，了不起的""},{""k"":""C"",""v"":""a.老的，旧的""},{""k"":""D"",""v"":""n.&vt.爱，热爱""}]","(''qitm:p02012'',''primary'',''en'',''N'',''A'',''cook'',''cook'',''英[kuk]美[kuk] '',''[{""k"":""A"", ""v"":""n.厨师v.做饭""},{""k"":""B"",""v"":""a.精彩的，了不起的""},{""k"":""C"",""v"":""a.老的，旧的""},{""k"":""D"",""v"":""n.&vt.爱，热爱""}]''),"
qitm:p02013,primary,en,N,D,love,love,a.坏的，严重的n.坏人ad.不好地,aux.能够，可以n.罐头,n.&v.烦恼，担忧，困扰,n.&vt.爱，热爱,英[lʌv]美[lʌv] ,"[{""k"":""A"", ""v"":""a.坏的，严重的n.坏人ad.不好地""},{""k"":""B"",""v"":""aux.能够，可以n.罐头""},{""k"":""C"",""v"":""n.&v.烦恼，担忧，困扰""},{""k"":""D"",""v"":""n.&vt.爱，热爱""}]","(''qitm:p02013'',''primary'',''en'',''N'',''D'',''love'',''love'',''英[lʌv]美[lʌv] '',''[{""k"":""A"", ""v"":""a.坏的，严重的n.坏人ad.不好地""},{""k"":""B"",""v"":""aux.能够，可以n.罐头""},{""k"":""C"",""v"":""n.&v.烦恼，担忧，困扰""},{""k"":""D"",""v"":""n.&vt.爱，热爱""}]''),"
qitm:p02014,primary,en,N,B,help,help,a.&ad.远的，遥远地,n.&vt.帮助,a.白色的n.白色,a.高的a.高的ad.高地,英[help]美[help] ,"[{""k"":""A"", ""v"":""a.&ad.远的，遥远地""},{""k"":""B"",""v"":""n.&vt.帮助""},{""k"":""C"",""v"":""a.白色的n.白色""},{""k"":""D"",""v"":""a.高的a.高的ad.高地""}]","(''qitm:p02014'',''primary'',''en'',''N'',''B'',''help'',''help'',''英[help]美[help] '',''[{""k"":""A"", ""v"":""a.&ad.远的，遥远地""},{""k"":""B"",""v"":""n.&vt.帮助""},{""k"":""C"",""v"":""a.白色的n.白色""},{""k"":""D"",""v"":""a.高的a.高的ad.高地""}]''),"
qitm:p02015,primary,en,N,C,cry,cry,a.聪明的，伶俐的,n.&vi.旅行,n.哭声v.喊叫，哭,aux.能够，可以n.罐头,英[krai]美[krai] ,"[{""k"":""A"", ""v"":""a.聪明的，伶俐的""},{""k"":""B"",""v"":""n.&vi.旅行""},{""k"":""C"",""v"":""n.哭声v.喊叫，哭""},{""k"":""D"",""v"":""aux.能够，可以n.罐头""}]","(''qitm:p02015'',''primary'',''en'',''N'',''C'',''cry'',''cry'',''英[krai]美[krai] '',''[{""k"":""A"", ""v"":""a.聪明的，伶俐的""},{""k"":""B"",""v"":""n.&vi.旅行""},{""k"":""C"",""v"":""n.哭声v.喊叫，哭""},{""k"":""D"",""v"":""aux.能够，可以n.罐头""}]''),"
qitm:p02016,primary,en,N,C,visit,visit,n.&v.锻炼，练习,a.老的，旧的,n.&vt.参观，访问,n.&vt.利用，使用,英[''vizit]美[''vizit] ,"[{""k"":""A"", ""v"":""n.&v.锻炼，练习""},{""k"":""B"",""v"":""a.老的，旧的""},{""k"":""C"",""v"":""n.&vt.参观，访问""},{""k"":""D"",""v"":""n.&vt.利用，使用""}]","(''qitm:p02016'',''primary'',''en'',''N'',''C'',''visit'',''visit'',''英[''vizit]美[''vizit] '',''[{""k"":""A"", ""v"":""n.&v.锻炼，练习""},{""k"":""B"",""v"":""a.老的，旧的""},{""k"":""C"",""v"":""n.&vt.参观，访问""},{""k"":""D"",""v"":""n.&vt.利用，使用""}]''),"
qitm:p02017,primary,en,N,A,about,about,ad.大约a.在附近的prep.关于,a.多云的，阴天的,a.开着的vt.打开,a.&ad.远的，遥远地,英[əbaut]美[əbaut] ,"[{""k"":""A"", ""v"":""ad.大约a.在附近的prep.关于""},{""k"":""B"",""v"":""a.多云的，阴天的""},{""k"":""C"",""v"":""a.开着的vt.打开""},{""k"":""D"",""v"":""a.&ad.远的，遥远地""}]","(''qitm:p02017'',''primary'',''en'',''N'',''A'',''about'',''about'',''英[əbaut]美[əbaut] '',''[{""k"":""A"", ""v"":""ad.大约a.在附近的prep.关于""},{""k"":""B"",""v"":""a.多云的，阴天的""},{""k"":""C"",""v"":""a.开着的vt.打开""},{""k"":""D"",""v"":""a.&ad.远的，遥远地""}]''),"
qitm:p02018,primary,en,N,D,far,far,a.丑陋的,a.白色的n.白色,n.&vi.跳舞,a.&ad.远的，遥远地,英[fa:(r)]美[far] (farther，farthest或further，furthest),"[{""k"":""A"", ""v"":""a.丑陋的""},{""k"":""B"",""v"":""a.白色的n.白色""},{""k"":""C"",""v"":""n.&vi.跳舞""},{""k"":""D"",""v"":""a.&ad.远的，遥远地""}]","(''qitm:p02018'',''primary'',''en'',''N'',''D'',''far'',''far'',''英[fa:(r)]美[far] (farther，farthest或further，furthest)'',''[{""k"":""A"", ""v"":""a.丑陋的""},{""k"":""B"",""v"":""a.白色的n.白色""},{""k"":""C"",""v"":""n.&vi.跳舞""},{""k"":""D"",""v"":""a.&ad.远的，遥远地""}]''),"
qitm:p02019,primary,en,N,B,half,half,a.短的，矮的,a.&n.一半,n.&vi.旅行,a.黄色的,英[ha:f]美[hæf] ,"[{""k"":""A"", ""v"":""a.短的，矮的""},{""k"":""B"",""v"":""a.&n.一半""},{""k"":""C"",""v"":""n.&vi.旅行""},{""k"":""D"",""v"":""a.黄色的""}]","(''qitm:p02019'',''primary'',''en'',''N'',''B'',''half'',''half'',''英[ha:f]美[hæf] '',''[{""k"":""A"", ""v"":""a.短的，矮的""},{""k"":""B"",""v"":""a.&n.一半""},{""k"":""C"",""v"":""n.&vi.旅行""},{""k"":""D"",""v"":""a.黄色的""}]''),"
qitm:p02020,primary,en,N,B,that,that,a.全部的pron.全部ad.全部地n.全体,a.&pron.那个conj.那ad.那么,a.老的，旧的,a.凉爽的，酷,英[ðæt]美[ðæt] ,"[{""k"":""A"", ""v"":""a.全部的pron.全部ad.全部地n.全体""},{""k"":""B"",""v"":""a.&pron.那个conj.那ad.那么""},{""k"":""C"",""v"":""a.老的，旧的""},{""k"":""D"",""v"":""a.凉爽的，酷""}]","(''qitm:p02020'',''primary'',''en'',''N'',''B'',''that'',''that'',''英[ðæt]美[ðæt] '',''[{""k"":""A"", ""v"":""a.全部的pron.全部ad.全部地n.全体""},{""k"":""B"",""v"":""a.&pron.那个conj.那ad.那么""},{""k"":""C"",""v"":""a.老的，旧的""},{""k"":""D"",""v"":""a.凉爽的，酷""}]''),"
qitm:p02021,primary,en,N,C,those,those,a.高的a.高的ad.高地,a.&pron.这些,a.&pron.那些,n.看v.观看,英[ðəuz]美[ðouz] ,"[{""k"":""A"", ""v"":""a.高的a.高的ad.高地""},{""k"":""B"",""v"":""a.&pron.这些""},{""k"":""C"",""v"":""a.&pron.那些""},{""k"":""D"",""v"":""n.看v.观看""}]","(''qitm:p02021'',''primary'',''en'',''N'',''C'',''those'',''those'',''英[ðəuz]美[ðouz] '',''[{""k"":""A"", ""v"":""a.高的a.高的ad.高地""},{""k"":""B"",""v"":""a.&pron.这些""},{""k"":""C"",""v"":""a.&pron.那些""},{""k"":""D"",""v"":""n.看v.观看""}]''),"
qitm:p02022,primary,en,N,C,this,this,a.&pron.那个conj.那ad.那么,n.喊，电话v.称呼，打电话,a.&pron.这,n.&vt.参观，访问,英[ðis]美[ðis] ,"[{""k"":""A"", ""v"":""a.&pron.那个conj.那ad.那么""},{""k"":""B"",""v"":""n.喊，电话v.称呼，打电话""},{""k"":""C"",""v"":""a.&pron.这""},{""k"":""D"",""v"":""n.&vt.参观，访问""}]","(''qitm:p02022'',''primary'',''en'',''N'',''C'',''this'',''this'',''英[ðis]美[ðis] '',''[{""k"":""A"", ""v"":""a.&pron.那个conj.那ad.那么""},{""k"":""B"",""v"":""n.喊，电话v.称呼，打电话""},{""k"":""C"",""v"":""a.&pron.这""},{""k"":""D"",""v"":""n.&vt.参观，访问""}]''),"
qitm:p02023,primary,en,N,C,these,these,n.&v.工作，运转,a.高的a.高的ad.高地,a.&pron.这些,a.全部的pron.全部ad.全部地n.全体,英[ði:z]美[ðiz] ,"[{""k"":""A"", ""v"":""n.&v.工作，运转""},{""k"":""B"",""v"":""a.高的a.高的ad.高地""},{""k"":""C"",""v"":""a.&pron.这些""},{""k"":""D"",""v"":""a.全部的pron.全部ad.全部地n.全体""}]","(''qitm:p02023'',''primary'',''en'',''N'',''C'',''these'',''these'',''英[ði:z]美[ðiz] '',''[{""k"":""A"", ""v"":""n.&v.工作，运转""},{""k"":""B"",""v"":""a.高的a.高的ad.高地""},{""k"":""C"",""v"":""a.&pron.这些""},{""k"":""D"",""v"":""a.全部的pron.全部ad.全部地n.全体""}]''),"
qitm:p02024,primary,en,N,C,white,white,a.黑的n.黑色,n.&vi.跳舞,a.白色的n.白色,a.害怕的，担心的,英[wait]美[hwait] ,"[{""k"":""A"", ""v"":""a.黑的n.黑色""},{""k"":""B"",""v"":""n.&vi.跳舞""},{""k"":""C"",""v"":""a.白色的n.白色""},{""k"":""D"",""v"":""a.害怕的，担心的""}]","(''qitm:p02024'',''primary'',''en'',''N'',''C'',''white'',''white'',''英[wait]美[hwait] '',''[{""k"":""A"", ""v"":""a.黑的n.黑色""},{""k"":""B"",""v"":""n.&vi.跳舞""},{""k"":""C"",""v"":""a.白色的n.白色""},{""k"":""D"",""v"":""a.害怕的，担心的""}]''),"
qitm:p02025,primary,en,N,C,thin,thin,a.健康的,a.白色的n.白色,a.薄的，瘦的,a.黑的n.黑色,英[θin]美[θin] ,"[{""k"":""A"", ""v"":""a.健康的""},{""k"":""B"",""v"":""a.白色的n.白色""},{""k"":""C"",""v"":""a.薄的，瘦的""},{""k"":""D"",""v"":""a.黑的n.黑色""}]","(''qitm:p02025'',''primary'',''en'',''N'',''C'',''thin'',''thin'',''英[θin]美[θin] '',''[{""k"":""A"", ""v"":""a.健康的""},{""k"":""B"",""v"":""a.白色的n.白色""},{""k"":""C"",""v"":""a.薄的，瘦的""},{""k"":""D"",""v"":""a.黑的n.黑色""}]''),"
qitm:p02026,primary,en,N,B,sad,sad,a.开着的vt.打开,a难过的，.悲伤的,n.&vt.爱，热爱,n.&vi.旅行,英[sæd]美[sæd] ,"[{""k"":""A"", ""v"":""a.开着的vt.打开""},{""k"":""B"",""v"":""a难过的，.悲伤的""},{""k"":""C"",""v"":""n.&vt.爱，热爱""},{""k"":""D"",""v"":""n.&vi.旅行""}]","(''qitm:p02026'',''primary'',''en'',''N'',''B'',''sad'',''sad'',''英[sæd]美[sæd] '',''[{""k"":""A"", ""v"":""a.开着的vt.打开""},{""k"":""B"",""v"":""a难过的，.悲伤的""},{""k"":""C"",""v"":""n.&vt.爱，热爱""},{""k"":""D"",""v"":""n.&vi.旅行""}]''),"
qitm:p02027,primary,en,N,A,ugly,ugly,a.丑陋的,a.&ad.远的，遥远地,a.坏的，严重的n.坏人ad.不好地,a.开着的vt.打开,英[''ʌgli]美[''ʌgli] ,"[{""k"":""A"", ""v"":""a.丑陋的""},{""k"":""B"",""v"":""a.&ad.远的，遥远地""},{""k"":""C"",""v"":""a.坏的，严重的n.坏人ad.不好地""},{""k"":""D"",""v"":""a.开着的vt.打开""}]","(''qitm:p02027'',''primary'',''en'',''N'',''A'',''ugly'',''ugly'',''英[''ʌgli]美[''ʌgli] '',''[{""k"":""A"", ""v"":""a.丑陋的""},{""k"":""B"",""v"":""a.&ad.远的，遥远地""},{""k"":""C"",""v"":""a.坏的，严重的n.坏人ad.不好地""},{""k"":""D"",""v"":""a.开着的vt.打开""}]''),"
qitm:p02028,primary,en,N,B,clever,clever,n.&vt.帮助,a.聪明的，伶俐的,a.&pron.那些,n.&vt.爱，热爱,英[klevə(r)]美[''klevə] ,"[{""k"":""A"", ""v"":""n.&vt.帮助""},{""k"":""B"",""v"":""a.聪明的，伶俐的""},{""k"":""C"",""v"":""a.&pron.那些""},{""k"":""D"",""v"":""n.&vt.爱，热爱""}]","(''qitm:p02028'',''primary'',''en'',''N'',''B'',''clever'',''clever'',''英[klevə(r)]美[''klevə] '',''[{""k"":""A"", ""v"":""n.&vt.帮助""},{""k"":""B"",""v"":""a.聪明的，伶俐的""},{""k"":""C"",""v"":""a.&pron.那些""},{""k"":""D"",""v"":""n.&vt.爱，热爱""}]''),"
qitm:p02029,primary,en,N,D,wrong,wrong,a.&pron.这,a.凉爽的，酷,a.丑陋的,a.错误的，不正常的，坏事,英[rɔŋ]美[rɔŋ] ,"[{""k"":""A"", ""v"":""a.&pron.这""},{""k"":""B"",""v"":""a.凉爽的，酷""},{""k"":""C"",""v"":""a.丑陋的""},{""k"":""D"",""v"":""a.错误的，不正常的，坏事""}]","(''qitm:p02029'',''primary'',''en'',''N'',''D'',''wrong'',''wrong'',''英[rɔŋ]美[rɔŋ] '',''[{""k"":""A"", ""v"":""a.&pron.这""},{""k"":""B"",""v"":""a.凉爽的，酷""},{""k"":""C"",""v"":""a.丑陋的""},{""k"":""D"",""v"":""a.错误的，不正常的，坏事""}]''),"
qitm:p02030,primary,en,N,A,big,big,a.大的ad.大量地,ad.大约a.在附近的prep.关于,a.错误的，不正常的，坏事,n.&v.工作，运转,英[big]美[big] ,"[{""k"":""A"", ""v"":""a.大的ad.大量地""},{""k"":""B"",""v"":""ad.大约a.在附近的prep.关于""},{""k"":""C"",""v"":""a.错误的，不正常的，坏事""},{""k"":""D"",""v"":""n.&v.工作，运转""}]","(''qitm:p02030'',''primary'',''en'',''N'',''A'',''big'',''big'',''英[big]美[big] '',''[{""k"":""A"", ""v"":""a.大的ad.大量地""},{""k"":""B"",""v"":""ad.大约a.在附近的prep.关于""},{""k"":""C"",""v"":""a.错误的，不正常的，坏事""},{""k"":""D"",""v"":""n.&v.工作，运转""}]''),"
qitm:p02031,primary,en,N,A,short,short,a.短的，矮的,a.坏的，严重的n.坏人ad.不好地,a.对不起，难过的,a.&pron.这,英[ʃɔ:rt]美[ʃɔrt] ,"[{""k"":""A"", ""v"":""a.短的，矮的""},{""k"":""B"",""v"":""a.坏的，严重的n.坏人ad.不好地""},{""k"":""C"",""v"":""a.对不起，难过的""},{""k"":""D"",""v"":""a.&pron.这""}]","(''qitm:p02031'',''primary'',''en'',''N'',''A'',''short'',''short'',''英[ʃɔ:rt]美[ʃɔrt] '',''[{""k"":""A"", ""v"":""a.短的，矮的""},{""k"":""B"",""v"":""a.坏的，严重的n.坏人ad.不好地""},{""k"":""C"",""v"":""a.对不起，难过的""},{""k"":""D"",""v"":""a.&pron.这""}]''),"
qitm:p02032,primary,en,N,A,sorry,sorry,a.对不起，难过的,a.&n.一半,a.&ad.远的，遥远地,n.&vt.利用，使用,英[''sɔri]美[''sɔri] ,"[{""k"":""A"", ""v"":""a.对不起，难过的""},{""k"":""B"",""v"":""a.&n.一半""},{""k"":""C"",""v"":""a.&ad.远的，遥远地""},{""k"":""D"",""v"":""n.&vt.利用，使用""}]","(''qitm:p02032'',''primary'',''en'',''N'',''A'',''sorry'',''sorry'',''英[''sɔri]美[''sɔri] '',''[{""k"":""A"", ""v"":""a.对不起，难过的""},{""k"":""B"",""v"":""a.&n.一半""},{""k"":""C"",""v"":""a.&ad.远的，遥远地""},{""k"":""D"",""v"":""n.&vt.利用，使用""}]''),"
qitm:p02033,primary,en,N,B,cloudy,cloudy,a.大的ad.大量地,a.多云的，阴天的,a.近的,a.冷的n.寒冷，感冒,英[''klaudi]美[''klaudi] ,"[{""k"":""A"", ""v"":""a.大的ad.大量地""},{""k"":""B"",""v"":""a.多云的，阴天的""},{""k"":""C"",""v"":""a.近的""},{""k"":""D"",""v"":""a.冷的n.寒冷，感冒""}]","(''qitm:p02033'',''primary'',''en'',''N'',''B'',''cloudy'',''cloudy'',''英[''klaudi]美[''klaudi] '',''[{""k"":""A"", ""v"":""a.大的ad.大量地""},{""k"":""B"",""v"":""a.多云的，阴天的""},{""k"":""C"",""v"":""a.近的""},{""k"":""D"",""v"":""a.冷的n.寒冷，感冒""}]''),"
qitm:p02034,primary,en,N,B,tall,tall,a.&n.一半,a.高的a.高的ad.高地,a难过的，.悲伤的,a.聪明的，伶俐的,英[tɔ:l]美[tɔl] ,"[{""k"":""A"", ""v"":""a.&n.一半""},{""k"":""B"",""v"":""a.高的a.高的ad.高地""},{""k"":""C"",""v"":""a难过的，.悲伤的""},{""k"":""D"",""v"":""a.聪明的，伶俐的""}]","(''qitm:p02034'',''primary'',''en'',''N'',''B'',''tall'',''tall'',''英[tɔ:l]美[tɔl] '',''[{""k"":""A"", ""v"":""a.&n.一半""},{""k"":""B"",""v"":""a.高的a.高的ad.高地""},{""k"":""C"",""v"":""a难过的，.悲伤的""},{""k"":""D"",""v"":""a.聪明的，伶俐的""}]''),"
qitm:p02035,primary,en,N,B,high,high,a.薄的，瘦的,a.高的a.高的ad.高地,a.&pron.那个conj.那ad.那么,a.快的，迅速的ad.迅速地,英[hai]美[hai] ,"[{""k"":""A"", ""v"":""a.薄的，瘦的""},{""k"":""B"",""v"":""a.高的a.高的ad.高地""},{""k"":""C"",""v"":""a.&pron.那个conj.那ad.那么""},{""k"":""D"",""v"":""a.快的，迅速的ad.迅速地""}]","(''qitm:p02035'',''primary'',''en'',''N'',''B'',''high'',''high'',''英[hai]美[hai] '',''[{""k"":""A"", ""v"":""a.薄的，瘦的""},{""k"":""B"",""v"":""a.高的a.高的ad.高地""},{""k"":""C"",""v"":""a.&pron.那个conj.那ad.那么""},{""k"":""D"",""v"":""a.快的，迅速的ad.迅速地""}]''),"
qitm:p02036,primary,en,N,A,afraid,afraid,a.害怕的，担心的,a.饥饿的,n.&v•步行，散步,a.多云的，阴天的,英[ə''freid]美[ə''fred] ,"[{""k"":""A"", ""v"":""a.害怕的，担心的""},{""k"":""B"",""v"":""a.饥饿的""},{""k"":""C"",""v"":""n.&v•步行，散步""},{""k"":""D"",""v"":""a.多云的，阴天的""}]","(''qitm:p02036'',''primary'',''en'',''N'',''A'',''afraid'',''afraid'',''英[ə''freid]美[ə''fred] '',''[{""k"":""A"", ""v"":""a.害怕的，担心的""},{""k"":""B"",""v"":""a.饥饿的""},{""k"":""C"",""v"":""n.&v•步行，散步""},{""k"":""D"",""v"":""a.多云的，阴天的""}]''),"
