seq,word,Unicode,pinyin
0109/3500,止,U+6B62,zhǐ
0110/3500,少,U+5C11,shǎo，shào
0111/3500,曰,U+66F0,yuē
0112/3500,日,U+65E5,rì
0113/3500,中,U+4E2D,zhōng，zhòng
0114/3500,贝,U+8D1D,bèi
0115/3500,冈,U+5188,gāng
0116/3500,内,U+5185,nèi
0117/3500,水,U+6C34,shuǐ
0118/3500,见,U+89C1,jiàn，xiàn
0119/3500,午,U+5348,wǔ
0120/3500,牛,U+725B,niú
0121/3500,手,U+624B,shǒu
0122/3500,气,U+6C14,qì
0123/3500,毛,U+6BDB,máo
0124/3500,壬,U+58EC,rén
0125/3500,升,U+5347,shēng
0126/3500,夭,U+592D,yāo
0127/3500,长,U+957F,cháng，zhǎng
0128/3500,仁,U+4EC1,rén
0129/3500,什,U+4EC0,shén，shí
0130/3500,片,U+7247,piān，piàn
0131/3500,仆,U+4EC6,pū，pú
0132/3500,化,U+5316,huà
0133/3500,仇,U+4EC7,chóu，qiú
0134/3500,币,U+5E01,bì
0135/3500,仍,U+4ECD,réng
0136/3500,仅,U+4EC5,jǐn
0137/3500,斤,U+65A4,jīn
0138/3500,爪,U+722A,zhǎo，zhuǎ
0139/3500,反,U+53CD,fǎn
0140/3500,介,U+4ECB,jiè
0141/3500,父,U+7236,fù
0142/3500,从,U+4ECE,cóng
0143/3500,仑,U+4ED1,lún
0144/3500,今,U+4ECA,jīn
0145/3500,凶,U+51F6,xiōng
0146/3500,分,U+5206,fēn，fèn
0147/3500,乏,U+4E4F,fá
0148/3500,公,U+516C,gōng
0149/3500,仓,U+4ED3,cāng
0150/3500,月,U+6708,yuè
0151/3500,氏,U+6C0F,shì，zhī
0152/3500,勿,U+52FF,wù
0153/3500,欠,U+6B20,qiàn
0154/3500,风,U+98CE,fēng
0155/3500,丹,U+4E39,dān
0156/3500,匀,U+5300,yún
0157/3500,乌,U+4E4C,wū
0158/3500,勾,U+52FE,gōu，gòu
0159/3500,凤,U+51E4,fèng
0160/3500,六,U+516D,liù
0161/3500,文,U+6587,wén
0162/3500,亢,U+4EA2,kàng
0163/3500,方,U+65B9,fāng
0164/3500,火,U+706B,huǒ
0165/3500,为,U+4E3A,wéi，wèi
0166/3500,斗,U+6597,dǒu，dòu
0167/3500,忆,U+5FC6,yì
0168/3500,计,U+8BA1,jì
0169/3500,订,U+8BA2,dìng
0170/3500,户,U+6237,hù
0171/3500,认,U+8BA4,rèn
0172/3500,冗,U+5197,rǒng
0173/3500,讥,U+8BA5,jī
0174/3500,心,U+5FC3,xīn
0175/3500,尺,U+5C3A,chě，chǐ
0176/3500,引,U+5F15,yǐn
0177/3500,丑,U+4E11,chǒu
0178/3500,巴,U+5DF4,bā
0179/3500,孔,U+5B54,kǒng
0180/3500,队,U+961F,duì
0181/3500,办,U+529E,bàn
0182/3500,以,U+4EE5,yǐ
0183/3500,允,U+5141,yǔn
0184/3500,予,U+4E88,yú，yǔ
0185/3500,邓,U+9093,dèng
0186/3500,劝,U+529D,quàn
0187/3500,双,U+53CC,shuāng
0188/3500,书,U+4E66,shū
0189/3500,幻,U+5E7B,huàn
0190/3500,玉,U+7389,yù
0191/3500,刊,U+520A,kān
0192/3500,未,U+672A,wèi
0193/3500,末,U+672B,mò
0194/3500,示,U+793A,shì
0195/3500,击,U+51FB,jī
0196/3500,打,U+6253,dá，dǎ
0197/3500,巧,U+5DE7,qiǎo
0198/3500,正,U+6B63,zhēng，zhèng
0199/3500,扑,U+6251,pū
0200/3500,卉,U+5349,huì
0201/3500,扒,U+6252,bā，pá
0202/3500,功,U+529F,gōng
0203/3500,扔,U+6254,rēng
0204/3500,去,U+53BB,qù
0205/3500,甘,U+7518,gān
0206/3500,世,U+4E16,shì
0207/3500,艾,U+827E,ài，yì
0208/3500,古,U+53E4,gǔ
0209/3500,节,U+8282,jiē，jié
0210/3500,本,U+672C,běn
0211/3500,术,U+672F,shù，zhú
0212/3500,可,U+53EF,kě，kè
0213/3500,丙,U+4E19,bǐng
0214/3500,左,U+5DE6,zuǒ
0215/3500,厉,U+5389,lì
0216/3500,石,U+77F3,dàn，shí
0217/3500,右,U+53F3,yòu
0218/3500,布,U+5E03,bù
0219/3500,夯,U+592F,hāng
0220/3500,戊,U+620A,wù
0221/3500,龙,U+9F99,lóng
0222/3500,平,U+5E73,píng
0223/3500,灭,U+706D,miè
0224/3500,轧,U+8F67,yà，zhá
0225/3500,东,U+4E1C,dōng
0226/3500,卡,U+5361,kǎ，qiǎ
0227/3500,北,U+5317,běi
0228/3500,占,U+5360,zhān，zhàn
0229/3500,凸,U+51F8,tū
0230/3500,卢,U+5362,lú
0231/3500,业,U+4E1A,yè
0232/3500,旧,U+65E7,jiù
0233/3500,帅,U+5E05,shuài
0234/3500,归,U+5F52,guī
0235/3500,旦,U+65E6,dàn
0236/3500,目,U+76EE,mù
0237/3500,且,U+4E14,qiě
0238/3500,叶,U+53F6,xié，yè
0239/3500,甲,U+7532,jiǎ
0240/3500,申,U+7533,shēn
0241/3500,叮,U+53EE,dīng
0242/3500,电,U+7535,diàn
0243/3500,号,U+53F7,háo，hào
0244/3500,田,U+7530,tián
0245/3500,由,U+7531,yóu
0246/3500,只,U+53EA,zhī，zhǐ
0247/3500,叭,U+53ED,bā
0248/3500,史,U+53F2,shǐ
0249/3500,央,U+592E,yāng
0250/3500,兄,U+5144,xiōng
0251/3500,叽,U+53FD,jī
0252/3500,叼,U+53FC,diāo
0253/3500,叫,U+53EB,jiào
0254/3500,叩,U+53E9,kòu
0255/3500,叨,U+53E8,dāo，dáo，tāo
0256/3500,另,U+53E6,lìng
0257/3500,叹,U+53F9,tàn
0258/3500,冉,U+5189,rǎn
0259/3500,皿,U+76BF,mǐn
0260/3500,凹,U+51F9,āo
0261/3500,囚,U+56DA,qiú
0262/3500,四,U+56DB,sì
0263/3500,生,U+751F,shēng
0264/3500,矢,U+77E2,shǐ
0265/3500,失,U+5931,shī
0266/3500,乍,U+4E4D,zhà
0267/3500,禾,U+79BE,hé
0268/3500,丘,U+4E18,qiū
0269/3500,付,U+4ED8,fù
0270/3500,仗,U+4ED7,zhàng
0271/3500,代,U+4EE3,dài
0272/3500,仙,U+4ED9,xiān
0273/3500,们,U+4EEC,mén，men
0274/3500,仪,U+4EEA,yí
0275/3500,白,U+767D,bái
0276/3500,仔,U+4ED4,zǎi，zǐ
0277/3500,他,U+4ED6,tā
0278/3500,斥,U+65A5,chì
0279/3500,瓜,U+74DC,guā
0280/3500,乎,U+4E4E,hū
0281/3500,丛,U+4E1B,cóng
0282/3500,令,U+4EE4,líng，lǐng，lìng
0283/3500,用,U+7528,yòng
0284/3500,甩,U+7529,shuǎi
0285/3500,印,U+5370,yìn
0286/3500,尔,U+5C14,ěr
0287/3500,乐,U+4E50,lè，yuè
0288/3500,句,U+53E5,gōu，jù
0289/3500,匆,U+5306,cōng
0290/3500,册,U+518C,cè
0291/3500,卯,U+536F,mǎo
0292/3500,犯,U+72AF,fàn
0293/3500,外,U+5916,wài
0294/3500,处,U+5904,chǔ，chù
0295/3500,冬,U+51AC,dōng
0296/3500,鸟,U+9E1F,niǎo
0297/3500,务,U+52A1,wù
0298/3500,包,U+5305,bāo
0299/3500,饥,U+9965,jī
0300/3500,主,U+4E3B,zhǔ
0301/3500,市,U+5E02,shì
0302/3500,立,U+7ACB,lì
0303/3500,冯,U+51AF,féng
0304/3500,玄,U+7384,xuán
0305/3500,闪,U+95EA,shǎn
0306/3500,兰,U+5170,lán
0307/3500,半,U+534A,bàn
0308/3500,汁,U+6C41,zhī
0309/3500,汇,U+6C47,huì
0310/3500,头,U+5934,tóu
0311/3500,汉,U+6C49,hàn
0312/3500,宁,U+5B81,níng，nìng
0313/3500,穴,U+7A74,xué
0314/3500,它,U+5B83,tā
0315/3500,讨,U+8BA8,tǎo
0316/3500,写,U+5199,xiě
0317/3500,让,U+8BA9,ràng
0318/3500,礼,U+793C,lǐ
0319/3500,训,U+8BAD,xùn
0320/3500,议,U+8BAE,yì
0321/3500,必,U+5FC5,bì
0322/3500,讯,U+8BAF,xùn
0323/3500,记,U+8BB0,jì
0324/3500,永,U+6C38,yǒng
0325/3500,司,U+53F8,sī
0326/3500,尼,U+5C3C,ní
0327/3500,民,U+6C11,mín
0328/3500,弗,U+5F17,fú
0329/3500,弘,U+5F18,hóng
0330/3500,出,U+51FA,chū
0331/3500,辽,U+8FBD,liáo
0332/3500,奶,U+5976,nǎi
0333/3500,奴,U+5974,nú
0334/3500,召,U+53EC,shào，zhào
0335/3500,加,U+52A0,jiā
0336/3500,皮,U+76AE,pí
0337/3500,边,U+8FB9,biān
0338/3500,孕,U+5B55,yùn
0339/3500,发,U+53D1,fā，fà
0340/3500,圣,U+5723,shèng
0341/3500,对,U+5BF9,duì
0342/3500,台,U+53F0,tāi，tái
0343/3500,矛,U+77DB,máo
0344/3500,纠,U+7EA0,jiū
0345/3500,母,U+6BCD,mǔ
0346/3500,幼,U+5E7C,yòu
0347/3500,丝,U+4E1D,sī
0348/3500,邦,U+90A6,bāng
0349/3500,式,U+5F0F,shì
0350/3500,迂,U+8FC2,yū
0351/3500,刑,U+5211,xíng
0352/3500,戎,U+620E,róng
0353/3500,动,U+52A8,dòng
0354/3500,扛,U+625B,gāng，káng
0355/3500,寺,U+5BFA,sì
0356/3500,吉,U+5409,jí
0357/3500,扣,U+6263,kòu
0358/3500,考,U+8003,kǎo
0359/3500,托,U+6258,tuō
0360/3500,老,U+8001,lǎo
0361/3500,巩,U+5DE9,gǒng
0362/3500,圾,U+573E,jī
0363/3500,执,U+6267,zhí
0364/3500,扩,U+6269,kuò
0365/3500,扫,U+626B,sǎo，sào
0366/3500,地,U+5730,de，dì
0367/3500,场,U+573A,cháng，chǎng
0368/3500,扬,U+626C,yáng
0369/3500,耳,U+8033,ěr
0370/3500,芋,U+828B,yù
0371/3500,共,U+5171,gòng
0372/3500,芒,U+8292,máng
0373/3500,亚,U+4E9A,yà
0374/3500,芝,U+829D,zhī
0375/3500,朽,U+673D,xiǔ
0376/3500,朴,U+6734,piáo，pò，pǔ
0377/3500,机,U+673A,jī
0378/3500,权,U+6743,quán
0379/3500,过,U+8FC7,guō，guò
0380/3500,臣,U+81E3,chén
0381/3500,吏,U+540F,lì
0382/3500,再,U+518D,zài
0383/3500,协,U+534F,xié
0384/3500,西,U+897F,xī
0385/3500,压,U+538B,yā，yà
0386/3500,厌,U+538C,yàn
0387/3500,戌,U+620C,qu，xū
0388/3500,在,U+5728,zài
0389/3500,百,U+767E,bǎi
0390/3500,有,U+6709,yǒu
0391/3500,存,U+5B58,cún
0392/3500,而,U+800C,ér
0393/3500,页,U+9875,yè
0394/3500,匠,U+5320,jiàng
0395/3500,夸,U+5938,kuā
0396/3500,夺,U+593A,duó
0397/3500,灰,U+7070,huī
0398/3500,达,U+8FBE,dá
0399/3500,列,U+5217,liè
0400/3500,死,U+6B7B,sǐ
0401/3500,成,U+6210,chéng
0402/3500,夹,U+5939,gā，jiā，jiá
0403/3500,夷,U+5937,yí
0404/3500,轨,U+8F68,guǐ
0405/3500,邪,U+90AA,xié
0406/3500,尧,U+5C27,yáo
0407/3500,划,U+5212,huá，huà
0408/3500,迈,U+8FC8,mài
0409/3500,毕,U+6BD5,bì
0410/3500,至,U+81F3,zhì
0411/3500,此,U+6B64,cǐ
0412/3500,贞,U+8D1E,zhēn
0413/3500,师,U+5E08,shī
0414/3500,尘,U+5C18,chén
0415/3500,尖,U+5C16,jiān
0416/3500,劣,U+52A3,liè
0417/3500,光,U+5149,guāng
0418/3500,当,U+5F53,dāng，dàng
0419/3500,早,U+65E9,zǎo
0420/3500,吁,U+5401,xū，yū，yù
0421/3500,吐,U+5410,tǔ，tù
0422/3500,吓,U+5413,hè，xià
0423/3500,虫,U+866B,chóng
0424/3500,曲,U+66F2,qū，qǔ
0425/3500,团,U+56E2,tuán
0426/3500,吕,U+5415,lǚ
0427/3500,同,U+540C,tóng，tòng
0428/3500,吊,U+540A,diào
0429/3500,吃,U+5403,chī
0430/3500,因,U+56E0,yīn
0431/3500,吸,U+5438,xī
0432/3500,吗,U+5417,má，mǎ，ma
0433/3500,吆,U+5406,yāo
0434/3500,屿,U+5C7F,yǔ
0435/3500,屹,U+5C79,yì
0436/3500,岁,U+5C81,suì
0437/3500,帆,U+5E06,fān
0438/3500,回,U+56DE,huí
0439/3500,岂,U+5C82,qǐ
0440/3500,则,U+5219,zé
0441/3500,刚,U+521A,gāng
0442/3500,网,U+7F51,wǎng
0443/3500,肉,U+8089,ròu
0444/3500,年,U+5E74,nián
0445/3500,朱,U+6731,zhū
0446/3500,先,U+5148,xiān
0447/3500,丢,U+4E22,diū
0448/3500,廷,U+5EF7,tíng
0449/3500,舌,U+820C,shé
0450/3500,竹,U+7AF9,zhú
0451/3500,迁,U+8FC1,qiān
0452/3500,乔,U+4E54,qiáo
0453/3500,迄,U+8FC4,qì
0454/3500,伟,U+4F1F,wěi
0455/3500,传,U+4F20,chuán，zhuàn
0456/3500,乒,U+4E52,pīng
0457/3500,乓,U+4E53,pāng
0458/3500,休,U+4F11,xiū
0459/3500,伍,U+4F0D,wǔ
0460/3500,伏,U+4F0F,fú
0461/3500,优,U+4F18,yōu
0462/3500,臼,U+81FC,jiù
0463/3500,伐,U+4F10,fá
0464/3500,延,U+5EF6,yán
0465/3500,仲,U+4EF2,zhòng
0466/3500,件,U+4EF6,jiàn
0467/3500,任,U+4EFB,rén，rèn
0468/3500,伤,U+4F24,shāng
0469/3500,价,U+4EF7,jià，jie
0470/3500,伦,U+4F26,lún
0471/3500,份,U+4EFD,fèn
0472/3500,华,U+534E,huá，huà
0473/3500,仰,U+4EF0,yǎng
0474/3500,仿,U+4EFF,fǎng
0475/3500,伙,U+4F19,huǒ
0476/3500,伪,U+4F2A,wěi
0477/3500,自,U+81EA,zì
0478/3500,伊,U+4F0A,yī
0479/3500,血,U+8840,xiě，xuè
0480/3500,向,U+5411,xiàng
0481/3500,似,U+4F3C,shì，sì
0482/3500,后,U+540E,hòu
0483/3500,行,U+884C,háng，héng，xíng
0484/3500,舟,U+821F,zhōu
0485/3500,全,U+5168,quán
0486/3500,会,U+4F1A,huì，kuài
0487/3500,杀,U+6740,shā
0488/3500,合,U+5408,gě，hé
0489/3500,兆,U+5146,zhào
0490/3500,企,U+4F01,qǐ
0491/3500,众,U+4F17,zhòng
0492/3500,爷,U+7237,yé
0493/3500,伞,U+4F1E,sǎn
0494/3500,创,U+521B,chuāng，chuàng
0495/3500,肌,U+808C,jī
0496/3500,肋,U+808B,lèi
0497/3500,朵,U+6735,duǒ
0498/3500,杂,U+6742,zá
0499/3500,危,U+5371,wēi
0500/3500,旬,U+65EC,xún
0501/3500,旨,U+65E8,zhǐ
0502/3500,旭,U+65ED,xù
0503/3500,负,U+8D1F,fù
0504/3500,匈,U+5308,xiōng
0505/3500,名,U+540D,míng
0506/3500,各,U+5404,gè
0507/3500,多,U+591A,duō
0508/3500,争,U+4E89,zhēng
0509/3500,色,U+8272,sè，shǎi
0510/3500,壮,U+58EE,zhuàng
0511/3500,冲,U+51B2,chōng，chòng
0512/3500,妆,U+5986,zhuāng
0513/3500,冰,U+51B0,bīng
0514/3500,庄,U+5E84,zhuāng
0515/3500,庆,U+5E86,qìng
0516/3500,亦,U+4EA6,yì
0517/3500,刘,U+5218,liú
0518/3500,齐,U+9F50,qí
0519/3500,交,U+4EA4,jiāo
0520/3500,衣,U+8863,yī
0521/3500,次,U+6B21,cì
0522/3500,产,U+4EA7,chǎn
0523/3500,决,U+51B3,jué
0524/3500,亥,U+4EA5,hài
0525/3500,充,U+5145,chōng
0526/3500,妄,U+5984,wàng
0527/3500,闭,U+95ED,bì
0528/3500,问,U+95EE,wèn
0529/3500,闯,U+95EF,chuǎng
0530/3500,羊,U+7F8A,yáng
0531/3500,并,U+5E76,bīng，bìng
0532/3500,关,U+5173,guān
0533/3500,米,U+7C73,mǐ
0534/3500,灯,U+706F,dēng
0535/3500,州,U+5DDE,zhōu
0536/3500,汗,U+6C57,hán，hàn
0537/3500,污,U+6C61,wū
0538/3500,江,U+6C5F,jiāng
0539/3500,汛,U+6C5B,xùn
0540/3500,池,U+6C60,chí
0541/3500,汝,U+6C5D,rǔ
0542/3500,汤,U+6C64,tāng
0543/3500,忙,U+5FD9,máng
0544/3500,兴,U+5174,xīng，xìng
0545/3500,宇,U+5B87,yǔ
0546/3500,守,U+5B88,shǒu
0547/3500,宅,U+5B85,zhái
0548/3500,字,U+5B57,zì
0549/3500,安,U+5B89,ān
0550/3500,讲,U+8BB2,jiǎng
0551/3500,讳,U+8BB3,huì
0552/3500,军,U+519B,jūn
0553/3500,讶,U+8BB6,yà
0554/3500,许,U+8BB8,xǔ
0555/3500,讹,U+8BB9,é
0556/3500,论,U+8BBA,lún，lùn
0557/3500,讼,U+8BBC,sòng
0558/3500,农,U+519C,nóng
0559/3500,讽,U+8BBD,fěng
0560/3500,设,U+8BBE,shè
0561/3500,访,U+8BBF,fǎng
0562/3500,诀,U+8BC0,jué
0563/3500,寻,U+5BFB,xún
0564/3500,那,U+90A3,nā，nà
0565/3500,迅,U+8FC5,xùn
0566/3500,尽,U+5C3D,jǐn，jìn
0567/3500,导,U+5BFC,dǎo
0568/3500,异,U+5F02,yì
0569/3500,弛,U+5F1B,chí
0570/3500,孙,U+5B59,sūn
0571/3500,阵,U+9635,zhèn
0572/3500,阳,U+9633,yáng
0573/3500,收,U+6536,shōu
0574/3500,阶,U+9636,jiē
0575/3500,阴,U+9634,yīn
0576/3500,防,U+9632,fáng
0577/3500,奸,U+5978,jiān
0578/3500,如,U+5982,rú
0579/3500,妇,U+5987,fù
0580/3500,妃,U+5983,fēi
0581/3500,好,U+597D,hǎo，hào
0582/3500,她,U+5979,tā
0583/3500,妈,U+5988,mā
0584/3500,戏,U+620F,xì
0585/3500,羽,U+7FBD,yǔ
0586/3500,观,U+89C2,guān，guàn
0587/3500,欢,U+6B22,huān
0588/3500,买,U+4E70,mǎi
0589/3500,红,U+7EA2,hóng
0590/3500,驮,U+9A6E,duò，tuó
0591/3500,纤,U+7EA4,qiàn，xiān
0592/3500,驯,U+9A6F,xùn
0593/3500,约,U+7EA6,yāo，yuē
0594/3500,级,U+7EA7,jí
0595/3500,纪,U+7EAA,jǐ，jì
0596/3500,驰,U+9A70,chí
0597/3500,纫,U+7EAB,rèn
0598/3500,巡,U+5DE1,xún
0599/3500,寿,U+5BFF,shòu
0600/3500,弄,U+5F04,lòng，nòng
0601/3500,麦,U+9EA6,mài
0602/3500,玖,U+7396,jiǔ
0603/3500,玛,U+739B,mǎ
0604/3500,形,U+5F62,xíng
0605/3500,进,U+8FDB,jìn
0606/3500,戒,U+6212,jiè
0607/3500,吞,U+541E,tūn
0608/3500,远,U+8FDC,yuǎn
0609/3500,违,U+8FDD,wéi
0610/3500,韧,U+97E7,rèn
0611/3500,运,U+8FD0,yùn
0612/3500,扶,U+6276,fú
0613/3500,抚,U+629A,fǔ
0614/3500,坛,U+575B,tán
0615/3500,技,U+6280,jì
0616/3500,坏,U+574F,huài
0617/3500,抠,U+62A0,kōu
0618/3500,扰,U+6270,rǎo
0619/3500,扼,U+627C,è
0620/3500,拒,U+62D2,jù
0621/3500,找,U+627E,zhǎo
0622/3500,批,U+6279,pī
0623/3500,址,U+5740,zhǐ
0624/3500,扯,U+626F,chě
0625/3500,走,U+8D70,zǒu
0626/3500,抄,U+6284,chāo
0627/3500,贡,U+8D21,gòng
0628/3500,汞,U+6C5E,gǒng
0629/3500,坝,U+575D,bà
0630/3500,攻,U+653B,gōng
0631/3500,赤,U+8D64,chì
0632/3500,折,U+6298,shé，zhē，zhé
0633/3500,抓,U+6293,zhuā
0634/3500,扳,U+6273,bān
0635/3500,抡,U+62A1,lūn
0636/3500,扮,U+626E,bàn
0637/3500,抢,U+62A2,qiāng，qiǎng
0638/3500,孝,U+5B5D,xiào
0639/3500,坎,U+574E,kǎn
0640/3500,均,U+5747,jūn
0641/3500,抑,U+6291,yì
0642/3500,抛,U+629B,pāo
0643/3500,投,U+6295,tóu
0644/3500,坟,U+575F,fén
0645/3500,坑,U+5751,kēng
0646/3500,抗,U+6297,kàng
0647/3500,坊,U+574A,fāng，fáng
0648/3500,抖,U+6296,dǒu
0649/3500,护,U+62A4,hù
0650/3500,壳,U+58F3,ké，qiào
0651/3500,志,U+5FD7,zhì
0652/3500,块,U+5757,kuài
0653/3500,扭,U+626D,niǔ
0654/3500,声,U+58F0,shēng
0655/3500,把,U+628A,bǎ，bà
0656/3500,报,U+62A5,bào
0657/3500,拟,U+62DF,nǐ
0658/3500,却,U+5374,què
0659/3500,抒,U+6292,shū
0660/3500,劫,U+52AB,jié
0661/3500,芙,U+8299,fú
0662/3500,芜,U+829C,wú
0663/3500,苇,U+82C7,wěi
0664/3500,芽,U+82BD,yá
0665/3500,花,U+82B1,huā
0666/3500,芹,U+82B9,qín
0667/3500,芥,U+82A5,gài，jiè
0668/3500,芬,U+82AC,fēn
0669/3500,苍,U+82CD,cāng
0670/3500,芳,U+82B3,fāng
0671/3500,严,U+4E25,yán
0672/3500,芦,U+82A6,lú，lǔ
0673/3500,芯,U+82AF,xīn，xìn
0674/3500,劳,U+52B3,láo
0675/3500,克,U+514B,kè
0676/3500,芭,U+82AD,bā
0677/3500,苏,U+82CF,sū
0678/3500,杆,U+6746,gān，gǎn
0679/3500,杠,U+6760,gàng
0680/3500,杜,U+675C,dù
0681/3500,材,U+6750,cái
0682/3500,村,U+6751,cūn
0683/3500,杖,U+6756,zhàng
0684/3500,杏,U+674F,xìng
0685/3500,杉,U+6749,shā，shān
0686/3500,巫,U+5DEB,wū
0687/3500,极,U+6781,jí
0688/3500,李,U+674E,lǐ
0689/3500,杨,U+6768,yáng
0690/3500,求,U+6C42,qiú
0691/3500,甫,U+752B,fǔ
0692/3500,匣,U+5323,xiá
0693/3500,更,U+66F4,gēng，gèng
0694/3500,束,U+675F,shù
0695/3500,吾,U+543E,wú
0696/3500,豆,U+8C46,dòu
0697/3500,两,U+4E24,liǎng
0698/3500,酉,U+9149,yǒu
0699/3500,丽,U+4E3D,lí，lì
0700/3500,医,U+533B,yī
0701/3500,辰,U+8FB0,chén
0702/3500,励,U+52B1,lì
0703/3500,否,U+5426,fǒu，pǐ
0704/3500,还,U+8FD8,hái，huán
0705/3500,尬,U+5C2C,gà
0706/3500,歼,U+6B7C,jiān
0707/3500,来,U+6765,lái
0708/3500,连,U+8FDE,lián
0709/3500,轩,U+8F69,xuān
0710/3500,步,U+6B65,bù
0711/3500,卤,U+5364,lǔ
0712/3500,坚,U+575A,jiān
0713/3500,肖,U+8096,xiāo，xiào
0714/3500,旱,U+65F1,hàn
0715/3500,盯,U+76EF,dīng
0716/3500,呈,U+5448,chéng
0717/3500,时,U+65F6,shí
0718/3500,吴,U+5434,wú
0719/3500,助,U+52A9,zhù
0720/3500,县,U+53BF,xiàn
0721/3500,里,U+91CC,lǐ
0722/3500,呆,U+5446,dāi
0723/3500,吱,U+5431,zhī，zī
0724/3500,吠,U+5420,fèi
0725/3500,呕,U+5455,ǒu
0726/3500,园,U+56ED,yuán
0727/3500,旷,U+65F7,kuàng
0728/3500,围,U+56F4,wéi
0729/3500,呀,U+5440,yā，ya
0730/3500,吨,U+5428,dūn
0731/3500,足,U+8DB3,zú
0732/3500,邮,U+90AE,yóu
0733/3500,男,U+7537,nán
0734/3500,困,U+56F0,kùn
0735/3500,吵,U+5435,chāo，chǎo
0736/3500,串,U+4E32,chuàn
0737/3500,员,U+5458,yuán，yùn
0738/3500,呐,U+5450,nà
0739/3500,听,U+542C,tīng
0740/3500,吟,U+541F,yín
0741/3500,吩,U+5429,fēn
